地段位置或門牌,總價(萬元),單價,總面積,主建物佔比,型態,樓別/樓高,交易筆棟數,建物現況格局,管理組織,電梯,交易年份
中堡８之５號,560.0,17.4,32.12,76.01%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房1廳2衛,有,有,110
湖下１５之１號二樓,380.0,22.2,17.12,82.75%,公寓(5樓含以下無電梯),二層/三層,土:1 建:2車:0,2房1廳2衛,無,無,110
西山５３號三樓,400.0,17.2,23.21,70.60%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
頂埔下２９號三樓之３,215.0,20.3,10.58,64.24%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,,無,無,110
西山５０號三樓,510.0,14.9,34.2,71.88%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
西山５１號二樓,420.0,17.9,23.45,69.06%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
湖下３８０之１６號,407.0,22.5,18.07,77.44%,華廈(10層含以下有電梯),一層/四層,土:2 建:1車:0,2房1廳1衛,有,有,110
湖下３８０之１６號二樓,407.0,21.4,19.04,73.28%,華廈(10層含以下有電梯),二層/四層,土:2 建:1車:0,2房1廳1衛,有,有,110
湖下３８０之１６號三樓,407.0,21.4,19.05,73.29%,華廈(10層含以下有電梯),三層/四層,土:2 建:1車:0,2房1廳1衛,有,有,110
頂堡２５３號,650.0,22.6,28.76,88.84%,公寓(5樓含以下無電梯),一層/三層,土:2 建:1車:0,2房2廳2衛,無,無,110
嚨口３５號,550.0,21.4,25.74,89.25%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
安岐４２之５號,430.0,18.8,22.86,81.67%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
頂堡５之１２號二樓,845.0,18.3,47.08,59.88%,華廈(10層含以下有電梯),二層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
東堡１３之２號二樓,425.0,19.2,22.15,83.00%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房1廳2衛,無,無,110
西山５５號三樓,610.0,17.5,34.88,70.49%,華廈(10層含以下有電梯),三層/四層,土:2 建:1車:0,3房2廳2衛,無,有,110
湖下１４２之６號二樓,590.0,12.1,48.67,71.32%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:1,3房1廳2衛,無,無,110
安岐４２之５號三樓,418.0,17.3,24.17,77.24%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
湖下３８０之１６號三樓,1980.0,21.2,93.43,74.93%,華廈(10層含以下有電梯),三層/四層,土:2 建:6車:0,2房1廳1衛,有,有,110
頂堡５之１１號五樓,760.0,16.4,46.83,59.64%,華廈(10層含以下有電梯),五層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
西山５２號,312.8,15.0,20.85,77.09%,華廈(10層含以下有電梯),一層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
西山５１號,342.8,16.4,20.85,77.09%,華廈(10層含以下有電梯),一層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
頂堡５之９號,750.0,17.5,42.92,59.90%,華廈(10層含以下有電梯),一層/六層,土:1 建:1車:0,3房2廳2衛,無,有,110
西浦頭７９之１１號,430.0,18.1,23.81,85.30%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房1廳2衛,無,無,110
環島西路二段７０９巷２２８號五樓,600.0,20.7,29.04,76.61%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
環島西路二段７０９巷２２８號四樓,588.0,20.2,29.04,76.61%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
昔果山５７之３號二樓,460.0,18.3,25.18,81.89%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,2房2廳1衛,無,無,110
下堡１２５之１號,510.0,21.3,23.99,92.28%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
湖下２１１－８號三樓,477.0,20.3,23.48,75.24%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,2房2廳1衛,有,有,110
湖下２５３號四樓,725.0,20.6,35.16,83.49%,華廈(10層含以下有電梯),四層/五層,土:3 建:1車:0,3房1廳3衛,無,有,110
湖下２１１－１１號二樓,474.0,20.4,23.26,75.19%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,2房2廳1衛,有,有,110
中堡１之６號三樓,455.0,18.0,25.29,71.12%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
中堡１之６號四樓,453.0,17.9,25.29,71.12%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
中堡１之６號二樓,455.0,18.0,25.29,71.12%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
中堡１之５號四樓,472.0,18.0,26.16,74.55%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
環島西路二段７０９巷２３２號,565.0,20.8,27.13,84.14%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
環島西路二段７０９巷２３０號四樓,535.0,18.4,29.09,77.66%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
湖下１５之１號三樓,390.0,22.8,17.12,82.75%,公寓(5樓含以下無電梯),三層/三層,土:1 建:2車:0,2房1廳2衛,無,無,110
埔後４０之１０號三樓,685.0,27.0,25.42,88.98%,公寓(5樓含以下無電梯),三層/三層,土:3 建:1車:0,3房2廳2衛,無,無,110
環島西路二段７０９巷２３２號四樓,530.0,18.1,29.33,77.84%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
環島西路二段７０９巷２３２號五樓,540.0,18.4,29.33,77.84%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
環島西路二段７０９巷２３０號三樓,540.0,18.6,29.09,77.66%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
環島西路二段７０９巷２３０號五樓,540.0,18.6,29.09,77.66%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
湖下２１１－９號,521.0,24.2,21.56,81.12%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,2房2廳1衛,有,有,110
環島西路二段７０９巷２３２號三樓,530.0,18.1,29.33,77.84%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
環島西路二段７０９巷２３２號二樓,530.0,18.1,29.33,77.84%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
環島西路二段７０９巷２３０號二樓,530.0,18.2,29.09,77.66%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
環島西路二段７０９巷２３０號,550.0,20.4,26.9,84.00%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
頂埔下２９號三樓之９,205.0,19.5,10.52,64.60%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,1房1廳1衛,無,無,110
安岐４２之７號二樓,455.0,17.4,26.21,83.66%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
西山５０號二樓,585.0,17.1,34.2,71.88%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
頂堡５之１２號四樓,780.0,16.8,47.08,59.88%,華廈(10層含以下有電梯),四層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
下堡１２１號二樓之２,560.0,19.2,29.16,74.06%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,有,有,110
安岐２３１號三樓,600.0,20.3,29.51,82.75%,公寓(5樓含以下無電梯),三層/三層,土:2 建:1車:0,3房2廳2衛,無,無,110
湖下３８０之１７號二樓,450.0,23.8,18.89,74.83%,華廈(10層含以下有電梯),二層/四層,土:2 建:1車:0,2房1廳1衛,無,有,110
中堡１之６號,472.0,18.6,25.35,70.95%,華廈(10層含以下有電梯),一層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
安岐４２之５號二樓,418.0,17.3,24.17,77.24%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
中堡１之５號二樓,473.0,18.1,26.16,74.55%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
中堡１之６號五樓,460.0,18.2,25.29,71.12%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
西山５１號三樓,400.0,17.1,23.45,69.06%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
湖下２１１－１０號五樓,540.0,23.0,23.48,75.24%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,2房2廳1衛,有,有,110
西山５５號四樓,575.0,16.5,34.88,70.49%,華廈(10層含以下有電梯),四層/四層,土:2 建:1車:0,3房2廳2衛,無,有,110
安岐２３６號２樓,550.0,16.8,32.78,73.26%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
下堡１２２號二樓之１,560.0,19.2,29.16,74.06%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
瓊安路１３００號三樓,642.0,21.0,30.56,75.55%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
下堡１２５號三樓,500.0,19.0,26.34,85.08%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
埔邊１７之３號二樓,250.0,20.9,11.98,45.65%,華廈(10層含以下有電梯),二層/三層,土:1 建:1車:0,1房0廳1衛,有,有,110
西堡３９之１０號二樓,370.0,18.2,20.37,77.61%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,2房2廳2衛,無,有,110
下堡１２１號二樓之１,515.0,19.5,26.4,72.11%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
西山５２號二樓,345.3,15.0,23.02,70.35%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
頂堡５之９號五樓,800.0,17.2,47.08,59.88%,華廈(10層含以下有電梯),五層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
西山５０號四樓,513.0,15.0,34.2,71.88%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
西山５３號五樓,348.6,15.0,23.24,70.53%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
西山５５號二樓,613.2,15.0,60.57,70.49%,華廈(10層含以下有電梯),二層/四層,土:2 建:1車:3,3房2廳2衛,無,有,110
西山５６號三樓,427.5,15.0,28.5,67.98%,華廈(10層含以下有電梯),三層/四層,土:2 建:1車:0,2房2廳2衛,無,有,110
西山５３號四樓,348.6,15.0,23.24,70.53%,華廈(10層含以下有電梯),四層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
西山５１號五樓,351.8,15.0,23.45,69.06%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
西山５２號五樓,345.6,15.0,23.04,70.28%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
西山５３號二樓,408.2,15.0,41.88,70.59%,華廈(10層含以下有電梯),二層/五層,土:2 建:1車:2,2房2廳2衛,無,有,110
西山５０號,505.5,15.9,31.71,77.19%,華廈(10層含以下有電梯),一層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
西山５２號三樓,345.3,15.0,23.02,70.35%,華廈(10層含以下有電梯),三層/五層,土:2 建:1車:0,2房2廳2衛,無,有,110
下堡１２５號,498.0,20.5,24.26,92.38%,華廈(10層含以下有電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,有,110
瓊安路１３０２號,660.0,22.0,30.01,71.86%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
瓊安路１３０２號二樓,590.0,19.7,30.01,71.86%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
瓊安路１３０２號四樓,590.0,19.7,30.01,71.86%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
下堡２２６號,480.0,11.6,41.45,88.01%,公寓(5樓含以下無電梯),"一層,地下一層/三層",土:1 建:1車:0,2房2廳2衛,有,無,110
湖下２５３號,770.0,21.9,35.16,83.49%,公寓(5樓含以下無電梯),一層/五層,土:3 建:1車:0,3房1廳3衛,無,無,110
瓊安路１３０８號二樓,512.0,19.1,26.82,74.82%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
安岐４２之７號,460.0,17.5,26.21,83.66%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
中堡５之１０號二樓,493.0,17.9,27.52,82.09%,公寓(5樓含以下無電梯),二層/三層,土:2 建:1車:0,3房2廳2衛,無,無,110
瓊安路１３０２號三樓,600.0,20.0,30.01,71.86%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
中堡１之５號,512.0,19.4,26.33,74.50%,華廈(10層含以下有電梯),一層/五層,土:3 建:1車:0,3房2廳2衛,無,有,110
安岐２３６號４樓,560.0,17.1,32.78,73.26%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
東坑１２之１號五樓,738.0,21.5,34.34,78.68%,華廈(10層含以下有電梯),五層/五層,土:2 建:1車:0,3房2廳2衛,無,有,110
頂堡５之１０號二樓,800.0,17.3,46.83,59.64%,華廈(10層含以下有電梯),二層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
中堡５之１０號三樓,512.0,18.6,27.52,82.09%,公寓(5樓含以下無電梯),三層/三層,土:3 建:1車:0,3房2廳2衛,無,無,110
下堡１２５之１號二樓,535.0,20.5,26.09,84.85%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
下埔下６８之１號三樓,450.0,18.2,24.77,82.59%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房2廳1衛,無,無,110
下堡１００之２０號,235.0,21.7,10.82,63.06%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房1廳1衛,有,無,110
頂堡５之１１號六樓,895.0,18.2,50.99,59.64%,華廈(10層含以下有電梯),六層/六層,土:1 建:1車:2,3房2廳2衛,無,有,110
頂堡５之１２號六樓,835.0,18.1,47.08,59.88%,華廈(10層含以下有電梯),六層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
頂堡５之１０號四樓,780.0,16.9,46.49,59.64%,華廈(10層含以下有電梯),四層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
頂堡５之１１號四樓,780.0,16.9,46.83,59.64%,華廈(10層含以下有電梯),四層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
頂堡５之１０號六樓,780.0,18.3,42.67,59.64%,華廈(10層含以下有電梯),六層/六層,土:1 建:1車:0,3房2廳2衛,無,有,110
安岐２３６號３樓,560.0,17.1,32.78,73.26%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
湖下２１１－１１號四樓,515.0,22.1,23.26,75.19%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,2房2廳1衛,無,有,110
下埔下３２７號二樓,650.0,19.3,33.65,83.19%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,有,無,110
頂堡５之１２號三樓,800.0,17.2,47.08,59.88%,華廈(10層含以下有電梯),三層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
頂堡５之１０號三樓,800.0,17.3,46.83,59.64%,華廈(10層含以下有電梯),三層/六層,土:1 建:1車:1,3房2廳2衛,無,有,110
西堡３９之９號五樓,645.0,23.3,27.63,79.56%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房1廳2衛,無,有,110
西堡３９之１１號五樓,465.0,23.8,19.52,77.32%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,2房1廳1衛,無,有,110
湖下２５３號五樓,750.0,21.3,35.16,83.49%,華廈(10層含以下有電梯),五層/五層,土:3 建:1車:0,3房1廳3衛,有,有,110
西堡３９之１０號四樓,369.0,18.1,20.37,77.61%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,2房2廳2衛,無,有,110
安岐４２之７號三樓,460.0,17.5,26.21,83.66%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
林湖路５１１號三樓,700.0,21.8,32.06,77.52%,華廈(10層含以下有電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,有,110
湖下２１３之３號,600.0,14.5,41.29,63.81%,公寓(5樓含以下無電梯),一層/三層,土:2 建:1車:1,3房1廳2衛,無,無,110
湖下３０１號四樓,585.0,20.9,28.05,73.95%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
湖南３２之１８號,500.0,22.3,22.47,90.90%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房1廳2衛,無,無,110
頂埔下２９號二樓之５,260.0,24.7,10.52,64.60%,華廈(10層含以下有電梯),二層/三層,土:1 建:1車:0,1房1廳1衛,無,有,110
中堡５之１０號,490.0,19.2,25.47,88.69%,公寓(5樓含以下無電梯),一層/三層,土:2 建:1車:0,3房2廳2衛,無,無,110
下堡１２０號二樓之３,480.0,19.8,24.29,72.95%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
中堡５之９號三樓,518.0,18.6,27.92,82.08%,公寓(5樓含以下無電梯),三層/三層,土:3 建:1車:0,3房2廳2衛,無,無,110
下堡１２０號二樓之５,575.0,19.8,29.28,72.93%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:1,3房2廳2衛,無,有,110
下堡２２９號三樓,430.0,17.4,24.78,76.62%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,2房2廳2衛,有,無,110
湖下２１１－１１號三樓,477.0,20.5,23.26,75.19%,公寓(5樓含以下無電梯),三層/五層,土:1 建:1車:0,2房2廳1衛,無,無,110
安岐２３６之２號４樓,385.0,18.0,21.38,74.03%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,2房2廳1衛,無,有,110
下埔下６之９號,446.0,29.4,15.19,89.27%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,2房1廳1衛,無,無,110
安岐５０之９號三樓,425.0,17.6,24.22,83.54%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房1廳2衛,無,無,110
湖下２１１－１０號,525.0,24.1,21.77,81.10%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,2房2廳1衛,無,有,110
湖下２１１－９號五樓,540.0,23.2,23.26,75.19%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,2房2廳1衛,無,有,110
湖下２１１－１１號五樓,490.0,21.1,23.26,75.19%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,2房2廳1衛,無,有,110
下埔下４１之１號三樓,700.0,21.8,32.1,77.74%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
榜林５之９號,880.0,25.1,35.05,86.74%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
下堡１２０號五樓之１,522.0,19.9,26.23,75.31%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
下堡１２０號三樓之３,485.0,20.0,24.29,72.95%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
榜林５之９號二樓,728.0,20.1,36.2,83.99%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
下堡１２０之１號,643.0,23.0,28.08,65.96%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:1,3房2廳2衛,無,有,110
西堡３９之９號三樓,510.0,18.5,27.63,79.56%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
下堡１２０號三樓之２,515.0,20.1,25.64,72.53%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:1,3房2廳2衛,無,有,110
林湖路５１３號二樓,720.0,22.9,31.47,79.49%,華廈(10層含以下有電梯),二層/三層,土:2 建:1車:0,3房2廳2衛,無,有,110
林湖路５１１號二樓,675.0,21.1,32.06,77.52%,華廈(10層含以下有電梯),二層/三層,土:2 建:1車:0,3房2廳2衛,無,有,110
頂埔下９５之７號三樓,410.0,17.6,23.28,82.98%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房0廳3衛,無,無,110
下堡１２０號四樓之１,517.0,19.7,26.23,75.31%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
湖下３００號二樓,570.0,20.3,28.05,73.95%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
下堡１００之９號二樓,650.0,17.8,36.47,71.34%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房2廳2衛,無,無,110
下堡１２０號四樓之３,481.0,19.8,24.29,72.95%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,110
下堡１２０號五樓之２,474.0,20.3,23.33,72.54%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房1廳2衛,無,有,110
下堡１２０號四樓之２,463.0,19.8,23.33,72.54%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房1廳2衛,無,有,110
東洲８之８號２樓,600.0,23.4,25.69,79.40%,公寓(5樓含以下無電梯),二層/三層,土:1 建:2車:0,3房1廳2衛,有,無,110
榜林４２號,640.0,21.5,29.74,81.28%,公寓(5樓含以下無電梯),一層/三層,土:1 建:2車:0,3房1廳2衛,無,無,110
下堡１２０號五樓之３,548.0,20.6,26.59,72.94%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:1,3房2廳2衛,無,有,110
下堡１００之２１號,198.0,28.4,6.98,80.40%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,1房0廳1衛,無,無,110
安岐２３６之１號２樓,388.0,18.4,21.1,74.90%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,2房2廳1衛,無,有,110
東洲８之８號３樓,600.0,23.4,25.69,79.40%,公寓(5樓含以下無電梯),三層/三層,土:1 建:2車:0,3房1廳2衛,有,無,110
下堡１００之２２號二樓,165.0,23.3,7.09,74.93%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,1房0廳1衛,無,無,109
湖下１５８號二樓,490.0,18.0,27.2,80.11%,公寓(5樓含以下無電梯),二層/三層,土:1 建:2車:0,2房2廳2衛,無,無,109
湖下１５８號三樓,505.0,18.6,27.2,80.11%,公寓(5樓含以下無電梯),三層/三層,土:1 建:2車:0,2房2廳2衛,無,無,109
湖下２３之２號三樓,250.0,18.9,13.25,71.32%,公寓(5樓含以下無電梯),三層/三層,土:1 建:2車:0,1房1廳1衛,無,無,109
頂埔下９５之７號二樓,400.0,17.2,23.28,82.98%,公寓(5樓含以下無電梯),二層/三層,土:1 建:1車:0,3房0廳3衛,無,無,109
西堡３９之１１號二樓,350.0,17.9,19.52,77.32%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,2房1廳1衛,無,有,109
湖下２５５號,780.0,22.0,35.38,83.59%,華廈(10層含以下有電梯),一層/五層,土:3 建:1車:0,3房1廳3衛,有,有,109
湖下２５５號五樓,730.0,20.6,35.38,83.59%,華廈(10層含以下有電梯),五層/五層,土:3 建:1車:0,3房1廳3衛,有,有,109
安岐２３６之１號３樓,370.0,17.5,21.1,74.90%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
下埔下４１之１號四樓,695.0,21.6,32.1,77.74%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
湖下３０１號二樓,550.0,19.6,28.05,73.95%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
安岐２３６之１號４樓,390.0,18.5,21.1,74.90%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
安岐４２之６號三樓,460.0,17.4,26.51,78.57%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
頂堡５之９號四樓,790.0,17.0,47.08,59.88%,華廈(10層含以下有電梯),四層/六層,土:1 建:1車:1,3房2廳2衛,無,有,109
伯玉路二段１８３號,750.0,11.8,63.58,75.63%,公寓(5樓含以下無電梯),一層/三層,土:1 建:2車:0,,無,無,109
東洲７６號三樓,686.0,16.0,42.8,57.74%,公寓(5樓含以下無電梯),三層/三層,土:1 建:1車:1,3房2廳2衛,無,無,109
安岐３４５號,620.0,18.8,33.06,84.71%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,3房1廳2衛,有,有,109
下埔下４１之１號五樓,724.0,22.6,32.1,77.74%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
安岐２９１號二樓,590.0,19.0,31.0,78.47%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
昔果山５７之２號,535.0,18.8,28.46,88.32%,公寓(5樓含以下無電梯),一層/三層,土:1 建:1車:0,3房2廳2衛,無,無,109
下埔下４１之１號二樓,693.0,21.6,32.1,77.74%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
湖下３０１之１號四樓,455.0,19.7,23.14,73.64%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
湖下３００號三樓,560.0,20.0,28.05,73.95%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
湖下３００號四樓,550.0,19.6,28.05,73.95%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
湖下３００之１號四樓,450.0,19.4,23.14,73.64%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
湖下３００之１號,460.0,20.0,23.05,73.44%,華廈(10層含以下有電梯),一層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
湖下３００之１號二樓,475.0,20.5,23.14,73.64%,華廈(10層含以下有電梯),二層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
湖下３００之１號五樓,462.0,20.0,23.14,73.64%,華廈(10層含以下有電梯),五層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
湖下３００之１號三樓,472.0,20.4,23.14,73.64%,華廈(10層含以下有電梯),三層/五層,土:1 建:1車:0,2房2廳1衛,無,有,109
湖下３０１號四樓,560.0,20.0,28.05,73.95%,華廈(10層含以下有電梯),四層/五層,土:1 建:1車:0,3房2廳2衛,無,有,109
湖下２５３號二樓,605.0,17.2,35.16,83.49%,華廈(10層含以下有電梯),二層/五層,土:3 建:1車:0,3房1廳3衛,有,有,109
湖下２５５號二樓,605.0,17.1,35.38,83.59%,華廈(10層含以下有電梯),二層/五層,土:3 建:1車:0,3房1廳3衛,有,有,109
